has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
1,1,1,0,0,1,0,1,1,0,0,5,50,0,0,47,0,0,24,33,6,38,1,1,1,14396,36,101,83,591,0,1,1,0,1,1,21,1,0,0,0,180,0,http://opensea.io.offer.brainsonit.co.za/phrs/,1
0,1,1,0,0,1,0,0,0,0,0,4,5,0,0,0,0,0,5,4,3,0,0,0,0,1009,3,3,2,62,0,0,1,0,0,0,9,0,0,1,10,13,0,https://sp373816.sitebeat.crazydomains.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,33,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,https://att-1281.formaloo.net/a5,1
0,1,1,0,0,1,0,0,0,0,0,4,5,0,0,0,0,0,5,4,3,0,0,0,0,994,3,3,2,58,0,0,1,0,0,0,9,0,0,1,10,13,0,https://sp141761.sitebeat.crazydomains.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,12,25,0,0,0,89,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,https://currentlyattyahoo736363.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,12,25,0,0,0,89,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,http://currentlyattyahoo736363.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,78,1,1,1,1443,0,30,12,48,0,0,1,0,0,0,6,1,0,0,0,0,0,https://americatours.es/cgi/_mask/l.php?S94b4ee11394d9c7902f1?id94b4ee11394d9c?task94b4ee11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://des-n-nhuj7jyshq-uw.a.run.app/,1
1,1,1,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,3,0,9,13,0,0,0,302,0,9,1,19,0,0,1,0,0,0,2,0,0,0,0,2,0,https://ipfs.io/ipfs/bafkreihmb7mzer6ivnqrmoxys6ens4ojllnzjid54oex7xyf2q43pt2zbu,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,10,1,0,0,134,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://raziocinio.it/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,31,1,0,0,102,0,1,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://swiftoffers.com.ng/offer/,1
1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,8,0,0,1,18,5,7,0,1,0,1904,0,17,6,26,0,1,0,0,0,1,5,1,0,1,12,5,0,https://sfr8.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,7,0,1,0,132,0,0,0,16,0,0,0,1,0,0,5,0,0,0,0,0,0,https://orangefr92.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,2,5,4,0,0,0,81,0,0,1,14,0,0,0,0,0,1,6,0,0,1,3,0,0,https://microsoft310.yolasite.com/,1
1,1,0,0,1,1,0,1,1,0,0,12,0,0,0,0,0,0,7,7,11,16,1,1,0,241,0,3,1,47,0,1,1,0,0,1,4,1,0,0,0,4,0,https://messagerieorange325.yolasite.com/,1
1,1,0,0,1,1,0,1,1,0,0,12,0,0,0,0,0,0,7,7,11,16,1,1,0,240,0,3,1,47,0,1,1,0,0,1,4,1,0,0,0,4,0,https://messagerieorange214.yolasite.com/,1
1,1,0,0,1,1,0,1,1,0,0,12,0,0,0,0,0,0,7,7,11,16,1,1,0,241,0,3,1,47,0,1,1,0,0,1,4,1,0,0,0,4,0,https://messagerieorange186.yolasite.com/,1
1,1,0,0,1,1,0,1,1,0,0,12,0,0,0,0,0,0,7,7,11,16,1,1,0,241,0,3,1,47,0,1,1,0,0,1,4,1,0,0,0,4,0,https://messagerieorange125.yolasite.com/,1
1,1,0,0,1,1,0,1,1,0,0,12,0,0,0,0,0,0,7,7,11,16,1,1,0,241,0,3,1,47,0,1,1,0,0,1,4,1,0,0,0,4,0,https://messagerieorange76.yolasite.com/,1
1,1,0,0,1,1,0,1,1,0,0,12,0,0,0,4,0,0,6,6,11,12,1,1,0,303,0,7,2,53,0,1,1,0,0,1,4,1,0,0,0,4,0,https://mail163.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,4,0,3,26,0,0,0,125,0,0,0,22,0,0,0,0,0,1,6,0,0,0,0,0,0,https://mail126.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,4,0,0,4,0,3,4,0,0,0,114,0,4,0,15,0,1,0,0,0,1,5,0,0,0,0,2,0,https://mail38.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,3,0,3,7,1,0,0,154,0,0,1,13,0,1,0,0,0,1,5,0,0,0,0,2,0,https://mail35.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,4,0,3,11,0,0,0,103,0,0,1,15,0,1,0,0,0,1,6,0,0,0,0,1,0,https://mail31.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,4,0,3,4,0,0,0,83,0,0,0,14,0,0,0,0,0,1,5,0,0,0,0,0,0,https://mail29.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,4,0,3,4,0,0,0,139,0,1,2,15,0,1,0,0,0,1,5,1,0,0,0,4,0,https://mail28.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,4,0,3,11,0,0,0,103,0,0,1,15,0,1,0,0,0,1,6,0,0,0,0,1,0,https://mail27.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,1,3,7,0,0,0,347,0,1,0,15,0,1,0,0,0,1,6,0,0,0,0,1,0,https://mail13.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,5,4,0,0,0,129,0,0,2,13,0,1,0,0,0,1,5,0,0,0,0,1,0,https://mail8.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,3,0,3,4,0,1,0,150,0,0,1,13,0,0,0,0,0,1,6,1,0,0,0,0,0,https://login26.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,3,0,3,20,0,0,1,153,0,0,1,12,0,0,0,0,0,1,6,0,0,0,0,0,0,https://laposte40.yolasite.com/,1
1,1,0,0,1,1,0,1,1,0,0,13,0,0,0,4,0,0,5,7,11,7,1,1,0,388,0,7,1,54,0,1,1,0,0,1,4,1,0,0,0,3,0,https://klicken8.yolasite.com/,1
1,1,0,0,1,1,0,1,1,0,0,13,0,0,0,4,0,0,5,7,11,7,1,1,0,388,0,7,1,54,0,1,1,0,0,1,4,1,0,0,0,3,0,http://klicken8.yolasite.com/,1
1,1,0,0,1,1,0,1,1,0,0,13,0,0,0,4,0,0,5,7,11,7,1,1,0,388,0,7,1,54,0,1,1,0,0,1,4,1,0,0,0,4,0,https://klicken0.yolasite.com/,1
1,1,0,0,1,1,0,1,1,0,0,13,0,0,0,4,0,0,5,7,11,7,1,1,0,388,0,7,1,54,0,1,1,0,0,1,4,1,0,0,0,4,0,http://klicken0.yolasite.com/,1
1,1,0,0,1,1,0,1,1,0,0,13,0,0,0,4,0,0,5,6,11,7,1,1,0,362,0,7,1,47,0,1,1,0,0,1,4,1,0,0,0,4,0,https://klicken1.yolasite.com/,1
1,1,0,0,1,1,0,0,1,0,0,12,0,0,0,0,0,0,6,5,11,12,1,1,0,239,0,3,3,36,0,1,1,0,0,1,4,1,0,0,0,4,0,https://infos123.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,4,2,3,7,0,0,0,157,0,3,2,25,0,0,0,0,0,1,5,0,0,1,6,0,0,https://connect5.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,5,0,0,3,4,0,0,3,3,5,7,0,1,1,653,0,4,5,31,0,0,0,0,0,1,5,1,0,1,3,1,0,https://authentification40.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,4,0,0,10,0,0,0,3,0,3,7,0,1,0,396,0,0,2,16,0,1,0,1,0,1,5,0,0,1,2,1,0,https://authentification33.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,6,0,0,8,2,0,0,4,1,3,7,0,0,1,397,0,1,2,19,0,1,0,0,0,1,5,1,0,0,0,4,0,https://authentification19.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,3,0,3,16,0,1,0,170,0,0,1,13,0,0,0,0,0,1,6,0,0,0,0,0,0,https://authentification15.yolasite.com/,1
1,1,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,1,0,5,7,0,0,0,190,0,2,1,12,0,0,0,0,0,1,5,0,0,0,0,0,0,https://authentification9.yolasite.com/,1
1,1,0,0,1,1,0,1,1,0,0,21,0,0,0,4,0,0,6,13,11,16,1,1,0,1816,0,7,5,50,0,1,1,0,0,1,4,1,0,0,0,16,0,https://authentification0.yolasite.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://bytwt.cc/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,22,0,0,0,56,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,https://amendes-gouvfr.fr/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,145,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,http://xhl.tokenstudio.me,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,http://assistenza-online-ita.198-187-30-170.cprapid.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,78,1,1,1,1443,0,30,12,48,0,0,1,0,0,0,6,1,0,0,0,0,0,http://e-metamask.insectum.at/_mask/l.php?Sf05c8d793c1937c09fad?idf05c8d793c1937?taskf05c8d79,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,1,0,0,303,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://activation.dwsakvd.cn/,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1293,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayaeotn.co.jp.kuerocekayacaoto.drzfwu.top/ai/?authenticated=true&amp;amp;openid%2Fgp%2Fsignin%2Fx%26i%3Da%26oauth%3Dm%26i%3Fie%3DUTF8%26ref_%3Drhf_custrec_signin5e1ca83cb9ab83dab9223e9a842dcc45a8303438,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1293,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayaeotn.co.jp.kuerocekayaaoto.atwtfm.top/ai/?authenticated=true&amp;amp;openid%2Fgp%2Fsignin%2Fx%26i%3Da%26oauth%3Dm%26i%3Fie%3DUTF8%26ref_%3Drhf_custrec_signin33c720b293c50b5b226d772bf10b26d4acad8a4f,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayacatn-co-jp.kuerocakayacoto.kytuvh.top/ai/?authenticated=true&amp;amp;openid/gp/signin/x&amp;amp;i=a&amp;amp;oauth=m&amp;amp;i?ie=utf8&amp;amp;ref_=rhf_custrec_signin511c91a85c6734b06566cf694815b6b9652c3053,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayaeatn-co-jp.kueroaakayacoto.kytuvh.top/ai/?authenticated=true&amp;amp;openid%2Fgp%2Fsignin%2Fx%26i%3Da%26oauth%3Dm%26i%3Fie%3DUTF8%26ref_%3Drhf_custrec_signinad791ef6c33b29b37e30eaab7ef39080b7822e76,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1293,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kuerenakaycoato.co.jp.kuercnnkayceata.fujehn.top/ai/?authenticated=true&amp;amp;openid%2Fgp%2Fsignin%2Fx%26i%3Da%26oauth%3Dm%26i%3Fie%3DUTF8%26ref_%3Drhf_custrec_signind1803405a02011696d31a9dfad0233002595e005,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kuerennkaycaato-co-jp.kuerccnkayccata.nbejzl.top/ai/?authenticated=true&amp;amp;openid/gp/signin/x&amp;amp;i=a&amp;amp;oauth=m&amp;amp;i?ie=utf8&amp;amp;ref_=rhf_custrec_signin6db9a5bfbc1df3d08aee182258237276bd684384,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kuerennkaycocto-co-jp.kuerceokayccata.uhbxru.top/ai/?authenticated=true&amp;amp;openid/gp/signin/x&amp;amp;i=a&amp;amp;oauth=m&amp;amp;i?ie=UTF8&amp;amp;ref_=rhf_custrec_signin3053d2aa5920f6ec4abf73af1d7e1991746bb551,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayaeatn-co-jp.kueroaakayacoto.sc8iq8w.top/ai/?authenticated=true&amp;amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signin4c020c907c8be8d74c47b67fd165d0893123b263,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1293,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kuerenakaycoato.co.jp.kuercnnkayceata.fujehn.top/ai/?authenticated=true&amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=UTF8&amp;ref_=rhf_custrec_signind1803405a02011696d31a9dfad0233002595e005,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayaeatn-co-jp.kueroaakayacoto.kytuvh.top/ai/?authenticated=true&amp;amp;openid%2Fgp%2Fsignin%2Fx%26i%3Da%26oauth%3Dm%26i%3Fie%3DUTF8%26ref_%3Drhf_custrec_signin461fb2bbe2b02c827066ac4390c34a3f9896520f,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1293,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayaeotn.co.jp.kuerocekayaaoto.ospuxv.top/ai/?authenticated=true&amp;amp;openid/gp/signin/x&amp;amp;i=a&amp;amp;oauth=m&amp;amp;i?ie=UTF8&amp;amp;ref_=rhf_custrec_signine24e197882b1850dab16dfe73a8811a715c0ec44,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kuerennkaycaato-co-jp.kuerccnkayccata.nydhxz.top/ai/?authenticated=true&amp;amp;amp;openid/gp/signin/x&amp;amp;i=a&amp;amp;oauth=m&amp;amp;i?ie=utf8&amp;amp;ref_=rhf_custrec_signin4c4a7f7a7ad175181079489dd72e2a8129185338,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,21,0,0,0,807,0,12,1,6,0,0,0,0,0,0,4,0,0,0,0,0,0,https://is.gd/servizioinfoweb,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,3,0,59,1,1,0,1172,0,2,2,4,0,0,0,0,0,0,3,1,0,0,0,1,0,http://bit.ly/weblinkBper,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,21,0,0,0,808,0,12,1,6,0,0,0,0,0,0,4,0,0,0,0,0,0,http://is.gd/verificabpernet,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,3,3,7,51,0,1,1,1114,0,1,1,2,0,0,0,0,1,0,4,0,0,0,0,0,1,https://tinyurl.com/bpersmartnet,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://innovationsoftware.sa/.well-known/REF876898/F007979OO41/11644210b.php?web=succes&local=_&id=75176144,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dgautomotores.com.ar/9846051124675635407836,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,http://tamask.io,1
1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,7,6,1,0,1,402,0,3,1,11,0,0,1,0,0,1,3,0,0,0,0,2,0,https://lienquan-membership.gearena.vn/modun/confirm_account.php?user=,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,36,0,1,0,806,0,17,0,15,0,0,0,0,0,0,2,0,0,0,0,5,0,http://u1955485.cp.regruhosting.ru/,1
1,1,1,0,0,1,1,0,0,0,0,10,9,0,54,0,0,0,5,0,4,18,0,0,0,1191,0,0,1,91,0,0,1,0,0,1,4,0,0,0,0,36,0,https://lulzasegundavlaoficial.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,49,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.fruite.top/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,5,39,26,1,1,1,1555,0,15,14,138,6,1,0,0,0,0,7,0,0,0,0,21,0,http://nftclaim.net,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1293,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayaeotn.co.jp.kuerocekayacaoto.drzfwu.top/ai/?authenticated=true&amp;openid%2Fgp%2Fsignin%2Fx%26i%3Da%26oauth%3Dm%26i%3Fie%3DUTF8%26ref_%3Drhf_custrec_signin5e1ca83cb9ab83dab9223e9a842dcc45a8303438,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1293,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayaeotn.co.jp.kuerocekayaoooto.meywgv.top/ai/?authenticated=true&amp;openid%2Fgp%2Fsignin%2Fx%26i%3Da%26oauth%3Dm%26i%3Fie%3DUTF8%26ref_%3Drhf_custrec_signin1b479ffe5c639709916b54a1d95e89f173c56bf2,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kuerennkaycaato-co-jp.kuerccnkayccata.nydhxz.top/ai/?authenticated=true&amp;amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signin4c4a7f7a7ad175181079489dd72e2a8129185338,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayacntn-co-jp.kueronekayacoto.aqvtwz.top/ai/?authenticated=true&amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=UTF8&amp;ref_=rhf_custrec_signin9f922f4bee30673f38983f023ea3fc444ce48891,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayaeatn-co-jp.kueroaakayacoto.kytuvh.top/ai/?authenticated=true&amp;openid%2Fgp%2Fsignin%2Fx%26i%3Da%26oauth%3Dm%26i%3Fie%3DUTF8%26ref_%3Drhf_custrec_signinad791ef6c33b29b37e30eaab7ef39080b7822e76,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1293,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayaeotn.co.jp.kuerocekayaaoto.ospuxv.top/ai/?authenticated=true&amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=UTF8&amp;ref_=rhf_custrec_signine24e197882b1850dab16dfe73a8811a715c0ec44,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1293,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayaeotn.co.jp.kuerocekayaaoto.atwtfm.top/ai/?authenticated=true&amp;openid%2Fgp%2Fsignin%2Fx%26i%3Da%26oauth%3Dm%26i%3Fie%3DUTF8%26ref_%3Drhf_custrec_signin33c720b293c50b5b226d772bf10b26d4acad8a4f,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayacatn-co-jp.kuerocakayacoto.kytuvh.top/ai/?authenticated=true&amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signin511c91a85c6734b06566cf694815b6b9652c3053,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayaeatn-co-jp.kueroaakayacoto.kytuvh.top/ai/?authenticated=true&amp;openid%2Fgp%2Fsignin%2Fx%26i%3Da%26oauth%3Dm%26i%3Fie%3DUTF8%26ref_%3Drhf_custrec_signin461fb2bbe2b02c827066ac4390c34a3f9896520f,1
1,1,1,0,0,1,0,0,0,0,0,2,2,0,23,29,3,3,5,11,7,15,0,1,0,1394,0,38,23,57,0,0,1,0,0,1,9,1,0,0,0,13,1,http://www.kuerennkaycocto-co-jp.kuerceokayccata.jurlvf.top/ai/third.php,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1293,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kuerenakaycoato.co.jp.kuercnnkayceata.fujehn.top/ai/?authenticated=true&amp;openid%2Fgp%2Fsignin%2Fx%26i%3Da%26oauth%3Dm%26i%3Fie%3DUTF8%26ref_%3Drhf_custrec_signind1803405a02011696d31a9dfad0233002595e005,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kuerennkaycaato-co-jp.kuerccnkayccata.nbejzl.top/ai/?authenticated=true&amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signin6db9a5bfbc1df3d08aee182258237276bd684384,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kuerennkaycocto-co-jp.kuerceokayccata.uhbxru.top/ai/?authenticated=true&amp;amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signin3053d2aa5920f6ec4abf73af1d7e1991746bb551,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronekayacotn-co-jp.kueronekayacotn.avebnk.top/ai/?authenticated=true&amp;amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signinee7399a2798d15f5a2de07946088a8c5d378eaf8,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1293,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kueronakayaeotn.co.jp.kuerocekayaoato.ppjltg.top/ai/?authenticated=true&amp;openid%2Fgp%2Fsignin%2Fx%26i%3Da%26oauth%3Dm%26i%3Fie%3DUTF8%26ref_%3Drhf_custrec_signind6549a16667b4d8f54f58ce469d61277c83d5263,1
1,1,1,0,0,1,0,0,1,0,0,16,8,0,1,28,0,0,3,10,2,15,1,1,1,1304,5,37,10,93,0,0,1,0,0,1,4,1,0,0,0,11,0,http://www.kuerennkaycocto-co-jp.kuerceokayccata.uhbxru.top/ai/?authenticated=true&amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=UTF8&amp;ref_=rhf_custrec_signin3053d2aa5920f6ec4abf73af1d7e1991746bb551,1
1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,1,0,0,875,0,6,1,27,0,1,1,0,0,0,4,0,0,0,0,6,0,https://sites.google.com/view/s1q90014/inicio,1
1,1,1,0,0,1,1,0,0,0,0,10,9,0,54,0,0,0,5,0,4,18,0,0,0,1191,0,0,1,91,0,0,1,0,0,1,4,0,0,0,0,36,0,https://lulzafaturaoficial.com/?gclid=EAIaIQobChMI3e7oiOO2_QIVZxXUAR1xjQLPEAAYASAAEgKRxPD_BwE,1
1,1,1,0,0,1,1,1,1,0,0,7,2,0,0,0,0,0,2,1,8,12,1,0,0,405,1,8,1,24,0,0,1,0,1,0,4,0,0,0,0,2,0,https://vodrurardo.ga/Adob/load,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://file-share-from-lindsay-open-view.web.app/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://file-share-from-lindsay-open-view.firebaseapp.com/,1
